director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,combination,actor_4_name
James Kerwin,John Newton,Chase Masterson,H.M. Wynant,Drama Music Mystery Romance Sci-Fi,yesterday was a lie,John Newton Chase Masterson H.M. Wynant James Kerwin Drama Music Mystery Romance Sci-Fi,unknown
C. Fraser Press,Elaine Bromka,Robert Turano,Matthew Gumley,Comedy Drama Music,theresa is a mother,Elaine Bromka Robert Turano Matthew Gumley C. Fraser Press Comedy Drama Music,unknown
Rania Attieh,Paul Hickert,Robin Bartlett,Rebecca Dayan,Drama Sci-Fi Thriller,h.,Paul Hickert Robin Bartlett Rebecca Dayan Rania Attieh Drama Sci-Fi Thriller,unknown
Sharon Greytak,Sally Kirkland,Alex Emanuel,Elaine Bromka,Drama,archaeology of a woman,Sally Kirkland Alex Emanuel Elaine Bromka Sharon Greytak Drama,unknown
Majid Majidi,Bahare Seddiqi,Amir Farrokh Hashemian,Mohammad Amir Naji,Drama Family,children of heaven,Bahare Seddiqi Amir Farrokh Hashemian Mohammad Amir Naji Majid Majidi Drama Family,unknown
Andrew Haigh,Tom Cullen,Chris New,Vauxhall Jermaine,Drama Romance,weekend,Tom Cullen Chris New Vauxhall Jermaine Andrew Haigh Drama Romance,unknown
Spike Lee,S. Epatha Merkerson,Joie Lee,Tracy Camilla Johns,Comedy Romance,she's gotta have it,S. Epatha Merkerson Joie Lee Tracy Camilla Johns Spike Lee Comedy Romance,unknown
Cary Bell,Abigail Evans,Stacie Evans,Emily Gorell,Documentary,butterfly girl,Abigail Evans Stacie Evans Emily Gorell Cary Bell Documentary,unknown
Nicolae Constantin Tanase,Iulia Ciochina,Ana Maria Guran,Ana Vatamanu,Drama,the world is mine,Iulia Ciochina Ana Maria Guran Ana Vatamanu Nicolae Constantin Tanase Drama,unknown
Mike Cahill,Robin Lord Taylor,William Mapother,Flint Beverage,Drama Romance Sci-Fi,another earth,Robin Lord Taylor William Mapother Flint Beverage Mike Cahill Drama Romance Sci-Fi,unknown
Jason Stone,Topher Grace,Ellen Burstyn,Christopher Heyerdahl,Thriller,the calling,Topher Grace Ellen Burstyn Christopher Heyerdahl Jason Stone Thriller,unknown
Melvin Van Peebles,John Amos,Mario Van Peebles,Melvin Van Peebles,Crime Drama Thriller,sweet sweetback's baadasssss song,John Amos Mario Van Peebles Melvin Van Peebles Melvin Van Peebles Crime Drama Thriller,unknown
Ken Roht,Charla Cochran,Joe Lev,Sienna Beckman,Drama,perfect cowboy,Charla Cochran Joe Lev Sienna Beckman Ken Roht Drama,unknown
Gary Winick,Bebe Neuwirth,Aaron Stanford,Ron Rifkin,Comedy Drama Romance,tadpole,Bebe Neuwirth Aaron Stanford Ron Rifkin Gary Winick Comedy Drama Romance,unknown
John Carney,Glen Hansard,Markéta Irglová,Darren Healy,Drama Music Romance,once,Glen Hansard Markéta Irglová Darren Healy John Carney Drama Music Romance,unknown
Robinson Devor,Marilyn Rising,Eugene Roche,Max Kerstein,Comedy,the woman chaser,Marilyn Rising Eugene Roche Max Kerstein Robinson Devor Comedy,unknown
Michel Orion Scott,Temple Grandin,Rowan Isaacson,Simon Baron-Cohen,Documentary,the horse boy,Temple Grandin Rowan Isaacson Simon Baron-Cohen Michel Orion Scott Documentary,unknown
Pat Holden,Alan Brent,Martin Compston,Kate Ashfield,Horror,when the lights went out,Alan Brent Martin Compston Kate Ashfield Pat Holden Horror,unknown
Eric Bugbee,Joel Moody,Bill Allen,Lia Tucker,Action Drama Sport,heroes of dirt,Joel Moody Bill Allen Lia Tucker Eric Bugbee Action Drama Sport,unknown
Tobe Hooper,Gunnar Hansen,Edwin Neal,Marilyn Burns,Horror Thriller,the texas chain saw massacre,Gunnar Hansen Edwin Neal Marilyn Burns Tobe Hooper Horror Thriller,unknown
Bill Melendez,Peter Robbins,Bill Melendez,Christopher Shea,Animation Comedy Family,a charlie brown christmas,Peter Robbins Bill Melendez Christopher Shea Bill Melendez Animation Comedy Family,unknown
Dena Seidel,Naderev Sano,Hugh Ducklow,Mike Brett,Adventure Documentary,antarctic edge: 70° south,Naderev Sano Hugh Ducklow Mike Brett Dena Seidel Adventure Documentary,unknown
Deborah Anderson,Lisa Ann,Jesse Jane,Kayden Kross,Documentary,aroused,Lisa Ann Jesse Jane Kayden Kross Deborah Anderson Documentary,unknown
Sara Newens,Ariel Hsing,Xinhua Jiang,Michael Landers,Documentary,top spin,Ariel Hsing Xinhua Jiang Michael Landers Sara Newens Documentary,unknown
Michael Moore,Michael Moore,Pat Boone,Bob Eubanks,Documentary,roger & me,Michael Moore Pat Boone Bob Eubanks Michael Moore Documentary,unknown
Paul Schrader,Ed Begley Jr.,Ruby Dee,John Heard,Fantasy Horror Thriller,cat people,Ed Begley Jr. Ruby Dee John Heard Paul Schrader Fantasy Horror Thriller,unknown
Sai Varadan,J.D. Williams,Hassan Johnson,Samantha Esteban,Drama,an american in hollywood,J.D. Williams Hassan Johnson Samantha Esteban Sai Varadan Drama,unknown
Zal Batmanglij,Christopher Denham,James Urbaniak,Constance Wu,Drama Mystery Sci-Fi Thriller,sound of my voice,Christopher Denham James Urbaniak Constance Wu Zal Batmanglij Drama Mystery Sci-Fi Thriller,unknown
Amal Al-Agroobi,unknown,unknown,unknown,Documentary Family,the brain that sings,unknown unknown unknown Amal Al-Agroobi Documentary Family,unknown
Andrew Berends,unknown,unknown,unknown,Documentary War,the blood of my brother,unknown unknown unknown Andrew Berends Documentary War,unknown
Lynn Shelton,Mark Duplass,Mike Birbiglia,Mel Eslyn,Comedy Drama,your sister's sister,Mark Duplass Mike Birbiglia Mel Eslyn Lynn Shelton Comedy Drama,unknown
Valentine,Diane Sorrentino,Valentine,unknown,Romance,romantic schemer,Diane Sorrentino Valentine unknown Valentine Romance,unknown
David Hewlett,Christopher Judge,David Hewlett,Paul McGillion,Comedy,a dog's breakfast,Christopher Judge David Hewlett Paul McGillion David Hewlett Comedy,unknown
David Hewlett,Christopher Judge,David Hewlett,Paul McGillion,Comedy,a dog's breakfast,Christopher Judge David Hewlett Paul McGillion David Hewlett Comedy,unknown
George A. Romero,Judith O'Dea,Duane Jones,S. William Hinzman,Drama Horror Mystery,night of the living dead,Judith O'Dea Duane Jones S. William Hinzman George A. Romero Drama Horror Mystery,unknown
Jean-Luc Godard,Philippe Leroy,Macha Méril,Rita Maiden,Drama,une femme mariée,Philippe Leroy Macha Méril Rita Maiden Jean-Luc Godard Drama,unknown
Nate Parker,Jason Stuart,Nate Parker,Aunjanue Ellis,Biography Drama,the birth of a nation,Jason Stuart Nate Parker Aunjanue Ellis Nate Parker Biography Drama,unknown
Nathan Smith Jones,Richard Moll,Frank Gerrish,Christopher Robin Miller,Comedy,the work and the story,Richard Moll Frank Gerrish Christopher Robin Miller Nathan Smith Jones Comedy,unknown
Alex Kendrick,Alex Kendrick,Erin Bethea,Shannen Fields,Drama Sport,facing the giants,Alex Kendrick Erin Bethea Shannen Fields Alex Kendrick Drama Sport,unknown
Travis Cluff,Pfeifer Brown,Cassidy Gifford,Reese Mishler,Horror Thriller,the gallows,Pfeifer Brown Cassidy Gifford Reese Mishler Travis Cluff Horror Thriller,unknown
David Lynch,Hal Landon Jr.,Jack Nance,Charlotte Stewart,Fantasy Horror Sci-Fi,eraserhead,Hal Landon Jr. Jack Nance Charlotte Stewart David Lynch Fantasy Horror Sci-Fi,unknown
Harry F. Millarde,Stephen Carr,Johnnie Walker,Mary Carr,Crime Drama,over the hill to the poorhouse,Stephen Carr Johnnie Walker Mary Carr Harry F. Millarde Crime Drama,unknown
Robert Townsend,Robert Townsend,Keenen Ivory Wayans,Helen Martin,Comedy,hollywood shuffle,Robert Townsend Keenen Ivory Wayans Helen Martin Robert Townsend Comedy,unknown
Peter Chelsom,Kieran Culkin,Elden Henson,Gena Rowlands,Comedy Drama,the mighty,Kieran Culkin Elden Henson Gena Rowlands Peter Chelsom Comedy Drama,unknown
Jamaa Fanaka,Leon Isaac Kennedy,Chuck Mitchell,Wilbur 'Hi-Fi' White,Crime Drama Sport,penitentiary,Leon Isaac Kennedy Chuck Mitchell Wilbur 'Hi-Fi' White Jamaa Fanaka Crime Drama Sport,unknown
Larry Blamire,Fay Masterson,Brian Howe,Larry Blamire,Comedy Horror Sci-Fi,the lost skeleton of cadavra,Fay Masterson Brian Howe Larry Blamire Larry Blamire Comedy Horror Sci-Fi,unknown
Stephen Langford,Kevin P. Farley,Gabriela Castillo,Brandon Middleton,Family,"dude, where's my dog?!",Kevin P. Farley Gabriela Castillo Brandon Middleton Stephen Langford Family,unknown
E.L. Katz,Brighton Sharbino,Ethan Embry,Elissa Dowling,Comedy Crime Drama Horror Thriller,cheap thrills,Brighton Sharbino Ethan Embry Elissa Dowling E.L. Katz Comedy Crime Drama Horror Thriller,unknown
Lisanne Pajot,Jonathan Blow,Edmund McMillen,Phil Fish,Documentary,indie game: the movie,Jonathan Blow Edmund McMillen Phil Fish Lisanne Pajot Documentary,unknown
Dan Reed,Danny Dyer,Adam Rayner,Ralph Brown,Thriller,closure,Danny Dyer Adam Rayner Ralph Brown Dan Reed Thriller,unknown
John Reinhardt,Sheldon Leonard,John Ireland,Arthur O'Connell,Crime Drama,open secret,Sheldon Leonard John Ireland Arthur O'Connell John Reinhardt Crime Drama,unknown
Patrick Ryan Sims,Claire Gordon-Harper,Hugh Mun,Johnathan Hurley,Action Drama Sci-Fi Thriller,echo dr.,Claire Gordon-Harper Hugh Mun Johnathan Hurley Patrick Ryan Sims Action Drama Sci-Fi Thriller,unknown
Laslo Benedek,Liv Ullmann,Trevor Howard,Andrew Keir,Crime Horror Thriller,the night visitor,Liv Ullmann Trevor Howard Andrew Keir Laslo Benedek Crime Horror Thriller,unknown
Jason Miller,Jon Brion,Dottie Alexander,David Barnes,Biography Documentary Music,the past is a grotesque animal,Jon Brion Dottie Alexander David Barnes Jason Miller Biography Documentary Music,unknown
Dennis Iliadis,Tony Goldwyn,Monica Potter,Martha MacIsaac,Crime Horror Thriller,the last house on the left,Tony Goldwyn Monica Potter Martha MacIsaac Dennis Iliadis Crime Horror Thriller,unknown
Sut Jhally,Noam Chomsky,Seth Ackerman,Arik Ascherman,Documentary,"peace, propaganda & the promised land",Noam Chomsky Seth Ackerman Arik Ascherman Sut Jhally Documentary,unknown
Darren Aronofsky,Mark Margolis,Clint Mansell,Stanley B. Herman,Drama Mystery Thriller,pi,Mark Margolis Clint Mansell Stanley B. Herman Darren Aronofsky Drama Mystery Thriller,unknown
Julie Davis,Jack McGee,Meredith Scott Lynn,Tim DeZarn,Comedy Romance,"i love you, don't touch me!",Jack McGee Meredith Scott Lynn Tim DeZarn Julie Davis Comedy Romance,unknown
Myles Berkowitz,Tia Carrere,Tom Ardavany,Robert McKee,Biography Comedy Romance,20 dates,Tia Carrere Tom Ardavany Robert McKee Myles Berkowitz Biography Comedy Romance,unknown
Brett Piper,Michelle Simone Miller,Steve Diasparra,A.J. DeLucia,Action Sci-Fi Thriller,queen crab,Michelle Simone Miller Steve Diasparra A.J. DeLucia Brett Piper Action Sci-Fi Thriller,unknown
Morgan Spurlock,Chemeeka Walker,Amanda Kearsan,Amelia Giancarlo,Comedy Documentary Drama,super size me,Chemeeka Walker Amanda Kearsan Amelia Giancarlo Morgan Spurlock Comedy Documentary Drama,unknown
Brandon Trost,Clifton Collins Jr.,Sean Whalen,James DeBello,Comedy,the fp,Clifton Collins Jr. Sean Whalen James DeBello Brandon Trost Comedy,unknown
Joe Swanberg,Anna Kendrick,Lena Dunham,Mark Webber,Comedy Drama,happy christmas,Anna Kendrick Lena Dunham Mark Webber Joe Swanberg Comedy Drama,unknown
Joseph Green,Virginia Leith,Jason Evers,Bruce Kerr,Horror Sci-Fi,the brain that wouldn't die,Virginia Leith Jason Evers Bruce Kerr Joseph Green Horror Sci-Fi,unknown
Wade Gasque,Ty Parker,Vincent Duvall,Loanne Bishop,Drama,tiger orange,Ty Parker Vincent Duvall Loanne Bishop Wade Gasque Drama,unknown
Daniel Schechter,Lena Dunham,Kevin Corrigan,Alex Karpovsky,Comedy,supporting characters,Lena Dunham Kevin Corrigan Alex Karpovsky Daniel Schechter Comedy,unknown
Mike Flanagan,Justin Gordon,Courtney Bell,Erin Cipolletti,Drama Horror Mystery,absentia,Justin Gordon Courtney Bell Erin Cipolletti Mike Flanagan Drama Horror Mystery,unknown
Edward Burns,Shari Albert,Michael McGlone,Maxine Bahns,Comedy Drama Romance,the brothers mcmullen,Shari Albert Michael McGlone Maxine Bahns Edward Burns Comedy Drama Romance,unknown
Matt Johnson,Paul Daniel Ayotte,Shailene Garnett,Matt Johnson,Crime Drama Thriller,the dirties,Paul Daniel Ayotte Shailene Garnett Matt Johnson Matt Johnson Crime Drama Thriller,unknown
Bruno Barreto,Marcello Mastroianni,Sonia Braga,Joffre Soares,Comedy Drama Romance,gabriela,Marcello Mastroianni Sonia Braga Joffre Soares Bruno Barreto Comedy Drama Romance,unknown
Lena Dunham,Lena Dunham,Merritt Wever,Jemima Kirke,Comedy Drama Romance,tiny furniture,Lena Dunham Merritt Wever Jemima Kirke Lena Dunham Comedy Drama Romance,unknown
Terron R. Parsons,Richard Tyson,Jeremy Sande,Corlandos Scott,Crime Drama Horror,hayride,Richard Tyson Jeremy Sande Corlandos Scott Terron R. Parsons Crime Drama Horror,unknown
Daniel Mellitz,Corbin Bernsen,Chelse Swain,Amanda MacDonald,Comedy Drama,the naked ape,Corbin Bernsen Chelse Swain Amanda MacDonald Daniel Mellitz Comedy Drama,unknown
Jem Cohen,unknown,unknown,unknown,Documentary,counting,unknown unknown unknown Jem Cohen Documentary,unknown
Andrew Leman,Dan Novy,David Mersault,Barry Lynch,Fantasy Horror Mystery Thriller,the call of cthulhu,Dan Novy David Mersault Barry Lynch Andrew Leman Fantasy Horror Mystery Thriller,unknown
Dave Carroll,Chris 'Wonder' Schoeck,unknown,unknown,Documentary,bending steel,Chris 'Wonder' Schoeck unknown unknown Dave Carroll Documentary,unknown
William Eubank,Lin Shaye,Olivia Cooke,Beau Knapp,Sci-Fi Thriller,the signal,Lin Shaye Olivia Cooke Beau Knapp William Eubank Sci-Fi Thriller,unknown
Patrick Meaney,Taliesin Jaffe,Greg Aronowitz,Jeff Dowd,Biography Documentary,the image revolution,Taliesin Jaffe Greg Aronowitz Jeff Dowd Patrick Meaney Biography Documentary,unknown
Chad Hartigan,Jan Haley,Paul Eenhoorn,Demetrius Grosse,Drama,this is martin bonner,Jan Haley Paul Eenhoorn Demetrius Grosse Chad Hartigan Drama,unknown
Malcolm Goodwin,Katrina Bowden,Jon Gries,Kelen Coleman,Comedy,a true story,Katrina Bowden Jon Gries Kelen Coleman Malcolm Goodwin Comedy,unknown
David Gordon Green,Paul Schneider,Eddie Rouse,Damian Jewan Lee,Drama,george washington,Paul Schneider Eddie Rouse Damian Jewan Lee David Gordon Green Drama,unknown
Kevin Jordan,Derick Martini,Christa Miller,Ion Overman,Comedy Romance,smiling fish & goat on fire,Derick Martini Christa Miller Ion Overman Kevin Jordan Comedy Romance,unknown
Kirk Loudon,Barry Corbin,Johnny Walter,Shiree Nelson,Drama Sci-Fi Thriller,dawn of the crescent moon,Barry Corbin Johnny Walter Shiree Nelson Kirk Loudon Drama Sci-Fi Thriller,unknown
Travis Legge,Elissa Dowling,Patricia Raven,Lindsay Felton,Horror,raymond did it,Elissa Dowling Patricia Raven Lindsay Felton Travis Legge Horror,unknown
Martin Scorsese,Ringo Starr,Levon Helm,Bob Dylan,Documentary Music,the last waltz,Ringo Starr Levon Helm Bob Dylan Martin Scorsese Documentary Music,unknown
Collin Joseph Neal,Julianne Gabert,Thomas Brophy,Ronee Collins,Horror Thriller,"run, hide, die",Julianne Gabert Thomas Brophy Ronee Collins Collin Joseph Neal Horror Thriller,unknown
Bradley Rust Gray,Zoe Kazan,Mark Rendall,Jordan Scovel,Drama,the exploding girl,Zoe Kazan Mark Rendall Jordan Scovel Bradley Rust Gray Drama,unknown
Mike Bruce,Joseph Campanella,Kirpatrick Thomas,Christian Anderson,Western,the legend of god's gun,Joseph Campanella Kirpatrick Thomas Christian Anderson Mike Bruce Western,unknown
Andrew Bujalski,Andrew Bujalski,Kate Dollenmayer,Justin Rice,Comedy,mutual appreciation,Andrew Bujalski Kate Dollenmayer Justin Rice Andrew Bujalski Comedy,unknown
Damir Catic,Nichole Ceballos,Ron Gelner,Parker Riggs,Horror,her cry: la llorona investigation,Nichole Ceballos Ron Gelner Parker Riggs Damir Catic Horror,unknown
Ben Wheatley,Michael Smiley,Tony Way,David Schaal,Comedy Crime Drama,down terrace,Michael Smiley Tony Way David Schaal Ben Wheatley Comedy Crime Drama,unknown
Kevin Smith,Jason Mewes,Brian O'Halloran,Jeff Anderson,Comedy,clerks,Jason Mewes Brian O'Halloran Jeff Anderson Kevin Smith Comedy,unknown
James Bidgood,Don Brooks,Bobby Kendall,unknown,Drama Fantasy,pink narcissus,Don Brooks Bobby Kendall unknown James Bidgood Drama Fantasy,unknown
Andrew Bujalski,Andrew Bujalski,Kate Dollenmayer,Justin Rice,Comedy Drama,funny ha ha,Andrew Bujalski Kate Dollenmayer Justin Rice Andrew Bujalski Comedy Drama,unknown
Neil LaBute,Stacy Edwards,Matt Malloy,Jason Dixie,Comedy Drama,in the company of men,Stacy Edwards Matt Malloy Jason Dixie Neil LaBute Comedy Drama,unknown
David Ayer,Mireille Enos,Martin Donovan,Maurice Compte,Action Crime Drama Thriller,sabotage,Mireille Enos Martin Donovan Maurice Compte David Ayer Action Crime Drama Thriller,unknown
Eric Eason,Franky G,Panchito Gómez,Casper Martinez,Drama Family,manito,Franky G Panchito Gómez Casper Martinez Eric Eason Drama Family,unknown
Uwe Boll,Matt Frewer,Katharine Isabelle,Michael Paré,Action Crime Thriller,rampage,Matt Frewer Katharine Isabelle Michael Paré Uwe Boll Action Crime Thriller,unknown
Richard Linklater,Tommy Pallotta,Richard Linklater,Jean Caffeine,Comedy Drama,slacker,Tommy Pallotta Richard Linklater Jean Caffeine Richard Linklater Comedy Drama,unknown
Joseph Mazzella,Tjasa Ferme,Mikaal Bates,Damon Owlia,Crime Drama Thriller,dutch kills,Tjasa Ferme Mikaal Bates Damon Owlia Joseph Mazzella Crime Drama Thriller,unknown
Travis Legge,Kristen Seavey,Suzi Lorraine,Travis Legge,Comedy Romance,dry spell,Kristen Seavey Suzi Lorraine Travis Legge Travis Legge Comedy Romance,unknown
Alex Kendrick,Shannen Fields,Lisa Arnold,Janet Lee Dapper,Drama,flywheel,Shannen Fields Lisa Arnold Janet Lee Dapper Alex Kendrick Drama,unknown
Marcus Nispel,Ashley Tramonte,Brittany Curran,Lindsay MacDonald,Horror Mystery Thriller,exeter,Ashley Tramonte Brittany Curran Lindsay MacDonald Marcus Nispel Horror Mystery Thriller,unknown
Brandon Landers,Robbie Barnes,Alana Kaniewski,Brandon Landers,Drama Horror Thriller,the ridges,Robbie Barnes Alana Kaniewski Brandon Landers Brandon Landers Drama Horror Thriller,unknown
Jay Duplass,Mark Duplass,Katie Aselton,Bari Hyman,Comedy Drama Romance,the puffy chair,Mark Duplass Katie Aselton Bari Hyman Jay Duplass Comedy Drama Romance,unknown
Jim Chuchu,Paul Ogola,Olwenya Maina,Mugambi Nthiga,Drama,stories of our lives,Paul Ogola Olwenya Maina Mugambi Nthiga Jim Chuchu Drama,unknown
Daryl Wein,Zoe Lister-Jones,Heather Burns,Ebon Moss-Bachrach,Romance,breaking upwards,Zoe Lister-Jones Heather Burns Ebon Moss-Bachrach Daryl Wein Romance,unknown
Jason Trost,Sean Whalen,Jason Trost,Nick Principe,Sci-Fi Thriller,all superheroes must die,Sean Whalen Jason Trost Nick Principe Jason Trost Sci-Fi Thriller,unknown
John Waters,Divine,Mink Stole,Edith Massey,Comedy Crime Horror,pink flamingos,Divine Mink Stole Edith Massey John Waters Comedy Crime Horror,unknown
Olivier Assayas,Maggie Cheung,Béatrice Dalle,Don McKellar,Drama Music Romance,clean,Maggie Cheung Béatrice Dalle Don McKellar Olivier Assayas Drama Music Romance,unknown
Jafar Panahi,Fereshteh Sadre Orafaiy,Nargess Mamizadeh,Mojgan Faramarzi,Drama,the circle,Fereshteh Sadre Orafaiy Nargess Mamizadeh Mojgan Faramarzi Jafar Panahi Drama,unknown
Ivan Kavanagh,Patrick O'Donnell,Michael Parle,Emma Eliza Regan,Horror,tin can man,Patrick O'Donnell Michael Parle Emma Eliza Regan Ivan Kavanagh Horror,unknown
Kiyoshi Kurosawa,Kôji Yakusho,Anna Nakagawa,Denden,Crime Horror Mystery Thriller,the cure,Kôji Yakusho Anna Nakagawa Denden Kiyoshi Kurosawa Crime Horror Mystery Thriller,unknown
Tadeo Garcia,Tatiana Suarez-Pico,Michael Cortez,Eric Ambriz,Drama,on the downlow,Tatiana Suarez-Pico Michael Cortez Eric Ambriz Tadeo Garcia Drama,unknown
Thomas L. Phillips,Julianna Pitt,Joe Coffey,John Lucas,Comedy Horror Thriller,sanctuary; quite a conundrum,Julianna Pitt Joe Coffey John Lucas Thomas L. Phillips Comedy Horror Thriller,unknown
Ash Baron-Cohen,Peter Greene,Stanley B. Herman,James Noble,Crime Drama,bang,Peter Greene Stanley B. Herman James Noble Ash Baron-Cohen Crime Drama,unknown
